goods_no,카테고리,brand,name,주요사양,sale_price,구성품수,성분수,커버리지%,효능태그,고시기능성성분,표기함량,향료,알레르기유발착향,공인근거비율%,보습,유연,밀폐보습,장벽강화,진정,항산화,미백,주름개선,피지조절,피지흡착,여드름,각질제거,자외선차단,재생,탄력,코메도점수,코메도성분,에센셜오일,무향판정
A000000144387,오일_밤,한스킨,[건성/민감성/지성] 한스킨 클렌징오일&블랙헤드 3종 300ml 기획 (+30ml 증정),■ 모든피부 사용가능,23700,1,170,98,유연|보습|밀폐보습|장벽강화|항산화|진정|피지조절|각질제거|피지흡착|여드름,여드름:살리실릭애씨드,시트릭애씨드 0.011%; 타타릭애씨드 5ppm; 살리실릭애씨드 0.01%; 말토바이오닉애씨드 0.5ppm,N,4,90,47,31,26,27,17,32,0,0,2,1,1,2,0,0,0,5,시어버터;아이소프로필팔미테이트;에틸헥실팔미테이트;아이소프로필팔미테이트;에틸헥실팔미테이트,10,N
A000000144851,오일_밤,그레이멜린,그레이멜린 그린라이트 클렌징 오일 400ml,모든피부용,16200,1,6,100,유연|보습|밀폐보습|장벽강화,,녹차씨오일 0.1%; 드럼스틱씨오일 0.1%; 파파야씨오일 0.1%,Y,0,100,6,9,6,3,0,0,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,0,N
A000000153532,오일_밤,비플레인,비플레인 녹두 클렌징 오일 200ml,모든 피부용,24000,1,17,100,유연|보습|밀폐보습|진정|항산화|장벽강화,,녹두추출물 10ppm; 녹두싹추출물 10ppm; 녹두씨추출물 10ppm; 녹두전초추출물 10ppm,N,0,88,4,6,3,1,9,9,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,0,Y
A000000154791,오일_밤,라운드랩,[촉촉말끔] 라운드랩 1025 독도 클렌징 오일 200ml 기획 (+클렌저 40ml),모든 피부용,23000,1,72,97,유연|보습|진정|밀폐보습|장벽강화|항산화,,,N,1,88,29,8,11,11,2,1,0,0,0,0,0,0,0,0,0,0,,1,N
A000000160290,오일_밤,온더바디,온더바디 라이스테라피 쌀겨클렌징오일 200ml,모든피부용,10500,1,24,100,유연|밀폐보습|항산화|보습|장벽강화|진정,,쌀겨오일 20ppm; 효모/쌀발효여과물 0.1ppm; 쌀배아추출물 0.048ppm; 흑미강추출물 0.005ppm,Y,3,92,6,12,5,6,5,7,0,0,0,0,0,0,0,0,0,0,,0,N
A000000167257,오일_밤,숌,[숌.민감피부] 수분충전 소프트 클렌징밤 1+1기획,"짙은 메이크업과 각질, 피지, 잔여 노폐물 등을 깨끗하게 제거하고, 매끄럽고 촉촉하게 정돈해주며, 모공 수렴에 도움을 주는 클렌징 밤",19200,1,27,100,유연|항산화|보습|진정|밀폐보습|장벽강화,,,Y,0,93,4,12,1,3,12,16,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,0,N
A000000167264,오일_밤,숌,[숌.모든피부] 톤업 화이트 클렌징밤 1+1기획,"짙은 메이크업과 각질, 피지, 잔여 노폐물 등을 깨끗하게 제거하고, 매끄럽고 촉촉하게 정돈해주며, 모공 수렴에 도움을 주는 클렌징 밤",24000,1,29,100,유연|항산화|보습|진정|밀폐보습|장벽강화,,,Y,0,100,4,12,2,2,13,15,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,1,N
A000000167808,오일_밤,바닐라코,[비타민 클렌징] 바닐라코 클린잇제로 클렌징밤 브라이트닝 100ml,모든 피부,16800,1,12,100,유연|진정|항산화|미백,미백:아스코빌글루코사이드,,N,1,92,0,10,0,0,2,4,2,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,1,N
A000000170496,오일_밤,코스알엑스,코스알엑스 퓨어핏 시카 클리어 클렌징 오일 200ml,모든 피부사용,18400,1,31,100,유연|밀폐보습|항산화|보습|진정|장벽강화,,,N,3,90,1,5,19,1,4,11,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,3,N
A000000173810,오일_밤,헤이미쉬,헤이미쉬 올클린밤 만다린 120ml,모든피부타입,15800,1,22,100,유연|진정|항산화|밀폐보습|보습|장벽강화,,만다린추출물 0.01ppm,N,0,100,2,12,2,2,5,4,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,1,N
A000000174253,오일_밤,디어클레어스,클레어스 젠틀 블랙 프레쉬 클렌징 오일 150ml,지성 피부도 사용 가능한 가벼운 클렌징 오일,17000,1,6,100,밀폐보습|유연|보습,,,N,0,83,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000175027,오일_밤,하다라보,[피지제거/말끔결/고보습] 하다라보 고쿠쥰 클렌징 오일 200mL*2 기획,모든 피부,19200,1,25,92,보습|밀폐보습|피지흡착|항산화,,,Y,0,84,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,6,미리스틱애씨드;라우릭애씨드,0,N
A000000175192,오일_밤,더파이에센셜,[디렉터파이 MADE] 더파이 선플라워 클렌징 오일 200ml,모든 피부용,20400,1,9,100,밀폐보습|유연,,해바라기씨오일 42%; 스위트아몬드오일 22%,N,0,100,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,3,아이소프로필미리스테이트,1,N
A000000175301,오일_밤,비알티씨,BRTC 안티폴루션 앤 풀메이크업 클렌징오일 300ml 기획 (+ 폼 20ml 증정),모든 피부용,21000,1,27,100,밀폐보습|항산화|유연|진정|보습|미백|주름개선,"미백:나이아신아마이드, 주름개선:레티닐팔미테이트",,N,1,78,10,8,8,0,9,8,1,1,0,0,0,0,0,0,0,0,,1,N
A000000175385,오일_밤,비알티씨,BRTC 안티폴루션 앤 블랙헤드 클렌징오일 300ml 기획 (+ 폼 20ml 증정),모든 피부용,19200,1,30,100,밀폐보습|항산화|유연|진정|보습|장벽강화|피지조절,,,N,0,87,5,9,12,1,8,13,0,0,1,0,0,0,0,0,0,0,,4,N
A000000180065,오일_밤,크리니크,크리니크 테이크 더 데이 오프 차콜 클렌징밤 125ml,모든 피부 타입,43350,1,12,100,유연|밀폐보습|각질제거|피지흡착|항산화,,,N,0,100,0,7,8,0,0,2,0,0,0,2,0,2,0,0,0,3,에틸헥실팔미테이트,0,Y
A000000185168,오일_밤,하트퍼센트,하트퍼센트 콤마스 온 라이프 에센셜 클렌징 밤,모든피부용,18000,1,26,100,유연|보습|밀폐보습|진정|항산화|장벽강화|피지조절,,,N,0,96,7,14,11,1,2,6,0,0,1,0,0,0,0,0,0,3,에틸헥실팔미테이트,2,N
A000000185261,오일_밤,피캄,[5초만에 즉각적 블랙헤드/피지개선] 피캄 언더포어 홀리바질 클렌징오일190ml,모든 피부,15900,1,18,100,유연|밀폐보습|진정|항산화|보습,,홀리바질잎추출물 0.01%,N,0,100,1,9,9,0,5,6,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,3,N
A000000186975,오일_밤,성분에디터,[말끔모공/블랙헤드] 성분에디터 그린토마토 모공 클렌징 오일 200ml,모든피부타입,15680,1,32,100,유연|항산화|진정|밀폐보습|보습|장벽강화,,토마토추출물 1%,N,0,94,7,10,3,2,15,19,0,0,0,0,0,0,0,0,0,6,에틸헥실팔미테이트;아이소프로필미리스테이트,1,N
A000000188364,오일_밤,야다,[블랙헤드제거] 야다 그린 티 퓨어 클렌징 밤 100ml,"저자극, 세정력, 촉촉함(수분공급)",24800,1,23,100,밀폐보습|유연|각질제거|진정|항산화,,녹차가루 0.3%,N,1,96,0,9,11,0,2,3,0,0,0,0,0,2,0,0,0,3,에틸헥실팔미테이트,5,N
A000000188370,오일_밤,하멜,[반전클렌징폼] 하멜 더블샷 오일 투 폼 클렌저 200ml,모든 피부용,25000,1,34,100,유연|자외선차단|미백|밀폐보습|보습|장벽강화|피지조절|항산화|진정|주름개선,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 자외선차단:에칠헥실트리아존, 주름개선:아데노신",,N,0,91,3,7,3,2,3,4,2,1,1,0,0,0,7,0,0,0,,2,N
A000000188562,오일_밤,조선미녀,조선미녀 미감클렌징밤 100ml,모든피부타입,15200,1,20,100,유연|밀폐보습|항산화|보습|장벽강화|진정,,,N,0,100,3,7,7,3,4,6,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000190796,오일_밤,믹순,믹순 콩 클렌징 오일 195ml,모든 피부 타입,21200,1,18,100,유연|밀폐보습|항산화|보습|장벽강화|진정,,,Y,0,100,5,5,15,3,2,7,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,0,N
A000000191289,오일_밤,소울,[프리미엄클렌저] 소울 애프터 글로우 광채 클렌징 밤 80g,모든 피부 타입,32300,1,44,98,유연|밀폐보습|보습|항산화|진정|장벽강화|피지조절,,,N,2,89,7,12,6,2,13,18,0,0,1,0,0,0,0,0,0,0,,2,N
A000000191342,오일_밤,스킨푸드,[NEW] 스킨푸드 블랙슈가 퍼펙트 클렌징오일 200ml,모든피부,20000,1,32,100,유연|밀폐보습|보습|진정|장벽강화|항산화|피지조절,,,Y,2,88,8,13,14,2,5,6,0,0,2,0,0,0,0,0,0,3,에틸헥실팔미테이트,0,N
A000000191447,오일_밤,달팡,달팡 에끌라 수블림 아로마틱 클렌징 밤 40ml,모든 피부 타입,38820,1,32,100,유연|보습|장벽강화|밀폐보습|진정|항산화|피지조절,,로즈우드오일 39ppm,N,3,88,3,15,4,3,1,2,0,0,2,0,0,0,0,0,0,0,,1,N
A000000192791,오일_밤,일소,일소 네추럴 마일드 클렌징 오일 200ml 기획 (+30ml),모든 피부 타입.,24000,1,16,100,유연|밀폐보습|항산화|진정|보습,,,Y,0,100,1,6,9,0,5,9,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,0,N
A000000192908,오일_밤,메디필,[모공전용딥클렌징] 메디필 레드 락토 콜라겐 클렌징 오일 2.0 200ml,모든피부타입,16800,1,66,97,밀폐보습|항산화|진정|피지조절|유연|보습|장벽강화|주름개선|탄력|재생|각질제거,,돌콩오일 80%,N,0,89,22,5,13,9,9,19,0,1,3,0,0,1,0,1,1,0,,0,Y
A000000199278,오일_밤,바비브라운,바비브라운 수딩 클렌징 오일 200ml,모든 피부,97000,1,27,100,유연|밀폐보습|항산화|장벽강화|보습,,,N,0,100,1,12,15,2,0,4,0,0,0,0,0,0,0,0,0,3,아이소프로필팔미테이트,1,N
A000000200400,오일_밤,라씨엘르,[단독기획] 라씨엘르 곡물 클렌징오일 200ml 기획 (+파우더워시 10g),모든 피부용,16800,1,23,100,밀폐보습|보습|장벽강화|진정|항산화,,,N,0,96,4,0,13,3,12,14,0,0,0,0,0,0,0,0,0,0,,1,N
A000000201164,오일_밤,더페이스샵,더페이스샵 미감수 브라이트 리치 클렌징오일 150ml,중/건성피부용,7700,1,17,100,밀폐보습|유연|보습|장벽강화|진정|항산화,,,Y,0,94,2,9,9,2,2,2,0,0,0,0,0,0,0,0,0,3,아이소프로필미리스테이트,0,N
A000000203683,오일_밤,헤라,헤라 딥 클렌징 오일 225ml,모든 피부타입,40000,1,38,100,유연|밀폐보습|보습|장벽강화|항산화|미백|진정,미백:나이아신아마이드,,Y,2,92,6,13,12,4,3,6,2,0,0,0,0,0,0,0,0,3,아이소프로필팔미테이트,1,N
A000000204125,오일_밤,조선미녀,조선미녀 인삼 클렌징오일 210ml,모든피부타입,16000,1,29,100,밀폐보습|항산화|유연|진정|장벽강화|보습,,인삼씨오일 0.1%,N,0,100,2,6,15,3,3,8,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000205136,오일_밤,헤브블루,헤브블루 살몬 케어링 센텔라 라이트 클렌징오일 250ml,모든피부용,35900,1,28,96,유연|밀폐보습|진정|항산화|장벽강화|보습,,,N,0,89,3,14,9,4,7,9,0,0,0,0,0,0,0,0,0,5,에틸헥실팔미테이트;코코넛야자오일,0,Y
A000000205335,오일_밤,뉴트로지나,[롤링피지/블랙헤드간증템] 뉴트로지나 딥클린 클렌징 오일 200ml 기획 (+아크네폼40g),모든 피부용,21900,1,13,100,유연|밀폐보습|장벽강화,,,Y,1,100,0,18,5,3,0,0,0,0,0,0,0,0,0,0,0,6,미네랄오일;아이소프로필아이소스테아레이트,0,N
A000000205409,오일_밤,센카,[온라인 단독기획] 센카 올 클리어 오일 230ml+230ml 더블 기획 (+클렌징오일 20ml),모든피부타입,34000,1,21,100,유연|밀폐보습|장벽강화|보습|항산화|피지조절,,,Y,0,86,5,13,7,7,0,3,0,0,1,0,0,0,0,0,0,5,미네랄오일;에틸헥실팔미테이트,0,N
A000000205836,오일_밤,비레디,[2차 세안 없는 산뜻한 클렌징] 비레디 원 샷 오일 폼 클렌저,모든피부,17000,1,27,96,보습|장벽강화|유연|각질제거|여드름|밀폐보습|항산화,여드름:살리실릭애씨드,,Y,2,89,5,2,1,3,0,1,0,0,0,0,1,1,0,0,0,2,라우릭애씨드,0,N
A000000206088,오일_밤,아이레시피,아이레시피 세라마이드 유자 힐링 클렌징밤 135ml 기획 (+10ml),모든 피부 타입,26000,1,24,100,유연|밀폐보습|항산화|보습|진정|장벽강화,,,Y,3,92,3,12,5,2,3,4,0,0,0,0,0,0,0,0,0,0,,0,N
A000000206154,오일_밤,스킨푸드,[NEW/매끈결] 스킨푸드 파인애플 바하 필링 클렌징오일 200ml,모든피부,19000,1,54,100,유연|밀폐보습|보습|항산화|진정|장벽강화|각질제거|여드름,여드름:살리실릭애씨드,,N,5,94,11,7,14,3,4,5,0,0,0,0,1,1,0,0,0,3,에틸헥실팔미테이트,7,N
A000000207283,오일_밤,주미소,[모공케어] 주미소 포어 클리어링 클렌징오일 200ml,모든 피부용,24000,1,14,100,유연|밀폐보습|항산화|보습|장벽강화,,,N,0,93,4,7,16,2,0,6,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,2,N
A000000207672,오일_밤,리얼베리어,[피지개선/당김제로] 리얼베리어 익스트림 딥클렌징 블루 오일 200ml,모든피부용,17500,1,49,100,유연|밀폐보습|장벽강화|보습|진정|항산화,,,N,5,92,16,4,6,4,8,8,0,0,0,0,0,0,0,0,0,4,에틸헥실팔미테이트;올레익애씨드,2,N
A000000207746,오일_밤,포인트앤,[블랙헤드사전차단]포인트앤 딥 클린 포어 클렌징오일 200ml,모든 피부,11900,1,24,100,유연|밀폐보습|각질제거|여드름|보습|장벽강화|진정|항산화,여드름:살리실릭애씨드,,N,1,92,4,10,11,1,1,1,0,0,0,0,3,3,0,0,0,3,에틸헥실팔미테이트,2,N
A000000211360,오일_밤,에센허브,[NEW] 에센허브 티트리 안티세범 딥 클렌징오일 300ml,모든피,22000,1,24,100,유연|밀폐보습|항산화|보습|진정|장벽강화|피지조절,,티트리잎오일 0.3%; 티트리잎추출물 0.001ppm,N,1,88,3,9,8,1,6,13,0,0,1,0,0,0,0,0,0,3,에틸헥실팔미테이트,1,N
A000000212286,오일_밤,숌,[숌.지복합성피부] 결정리 리페어 클렌징밤 100ml,저자극 클렌징밤,16800,1,33,100,유연|보습|진정|항산화|밀폐보습|장벽강화,,,Y,0,97,11,17,3,9,11,13,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,0,N
A000000212958,오일_밤,에스네이처,[메이크업순싹/쫀득백설기밤] 에스네이처 아쿠아 라이스 클렌징밤 90ml,모든 피부 타입,26000,1,21,100,유연|밀폐보습|장벽강화|진정|항산화|피지조절|보습,,쌀겨오일 0.1%,N,0,90,2,10,7,5,7,8,0,0,1,0,0,0,0,0,0,0,,0,Y
A000000213530,오일_밤,메이크프렘,메이크프렘 세이프 미 릴리프 모이스처 클렌징오일 리필팩 100ml,모든 피부 타입,12000,1,14,100,밀폐보습|유연|진정|항산화,,,N,0,100,0,8,14,0,2,3,0,0,0,0,0,0,0,0,0,3,아이소프로필미리스테이트,0,Y
A000000213695,오일_밤,바닐라코,[악건성 클렌징] 바닐라코 클린잇제로 인리칭 버터 클렌징밤 100ml,모든타입,16800,1,28,100,유연|밀폐보습|피지흡착|자외선차단|항산화|진정|보습|장벽강화,자외선차단:티타늄디옥사이드,시어버터 1%,Y,0,86,3,11,5,3,2,3,0,0,0,2,0,0,2,0,0,2,시어버터,0,N
A000000214815,오일_밤,브링그린,브링그린 티트리 시카 딥클렌징 오일 200mL,■ 모든 피부용,18000,1,27,100,유연|밀폐보습|보습|장벽강화|항산화|각질제거|미백|피지흡착|진정,미백:나이아신아마이드,티트리잎오일 0.1%; 병풀추출물 0.1ppm; 티트리추출물 0.1ppm; 티트리잎수 0.1ppm; 티트리잎추출물 0.04ppm; 티트리꽃/잎/줄기추출물 0.01ppm,Y,0,78,5,10,6,3,5,8,1,0,0,1,0,2,0,0,0,6,에틸헥실팔미테이트;아이소프로필미리스테이트,1,N
A000000216199,오일_밤,아이다,[완벽세정/저자극] 아이다 글루타치온 밀크 오일 클렌저 150g,모든피부용,28800,1,30,97,밀폐보습|보습|장벽강화|유연|항산화|각질제거|미백|진정,미백:나이아신아마이드,글루타티온 5ppm,Y,0,93,7,6,8,4,1,4,4,0,0,0,0,2,0,0,0,0,,0,N
A000000216254,오일_밤,VDL,[1+1/블랙헤드제거] VDL 퓨어스테인 포어 컨트롤 클렌징오일 200ml (단품/기획),모든피부용,20800,1,26,100,유연|밀폐보습|항산화|보습|진정,,,Y,0,92,3,12,11,0,6,12,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,1,N
A000000219169,오일_밤,듀이트리,[딥클렌징] 듀이트리 하이 아미노 올 클렌징오일 200ml,모든 피부 타입,16800,1,29,100,유연|밀폐보습|진정|항산화|보습,,,N,0,93,1,6,19,0,11,9,0,0,0,0,0,0,0,0,0,4,에틸헥실팔미테이트;코코넛야자오일,0,Y
A000000222729,오일_밤,디오디너리,[클렌징밤] 디오디너리 스쿠알란 클렌저 150ml,메이크업과 노폐물을 씻어내는 보습 클렌징 밤,31900,1,18,100,밀폐보습|유연|보습|장벽강화|피지흡착|항산화,,스쿠알란 26.31%,N,0,100,6,12,6,3,0,1,0,0,0,2,0,0,0,0,0,0,,0,Y
A000000222815,오일_밤,파넬,[블랙헤드/깐달걀오일] 파넬 아하 오미자 도자기 클렌징오일 200ml,모든피부용,13900,1,34,100,유연|밀폐보습|항산화|보습|진정|장벽강화|미백|각질제거,미백:마그네슘아스코빌포스페이트,오미자추출물 10ppm,N,0,85,10,8,10,2,7,9,1,0,0,0,0,1,0,0,0,3,에틸헥실팔미테이트,3,N
A000000223191,오일_밤,바이오던스,[블랙헤드제거] 바이오던스 콜라겐 클렌징 오일 200ml 단품/기획,모든 피부 타입,24000,1,31,100,유연|진정|항산화|피지조절|보습|밀폐보습|주름개선|탄력|재생|장벽강화,,,N,0,97,3,16,3,1,7,10,0,8,2,0,0,0,0,8,8,3,에틸헥실팔미테이트,0,Y
A000000224477,오일_밤,마미케어,[블랙헤드순삭] 마미케어 바다포도 클렌징오일 200ml,모든피부타입,15700,1,24,100,유연|밀폐보습|항산화|진정|피지조절|보습|장벽강화,,바다포도추출물 30ppm,N,0,100,2,9,4,2,10,12,0,0,1,0,0,0,0,0,0,3,에틸헥실팔미테이트,1,N
A000000225085,오일_밤,딘시,딘시 프리미엄 비건 눈연꽃 히알루론산 수분 클렌징오일 200ml,10중 히알루론산으로 세안은 매끈하게 마무리는 촉촉하게 !,14000,1,55,100,유연|밀폐보습|각질제거|보습|진정|항산화|장벽강화|주름개선|미백|피지조절,"미백:나이아신아마이드, 주름개선:아데노신",,Y,0,95,14,17,16,4,10,10,1,1,1,0,0,2,0,0,0,3,에틸헥실팔미테이트,0,N
A000000225379,오일_밤,한스킨,[피부타입 3종] 한스킨 클렌징오일&블랙헤드 300ml (민감성/건성/지성),"모든피부타입, 민감성",18800,3,172,100,밀폐보습|유연|보습|항산화|진정|장벽강화|피지조절|각질제거|피지흡착|여드름,여드름:살리실릭애씨드,글루코노락톤 0.01%; 시트릭애씨드 0.011%; 타타릭애씨드 5ppm; 살리실릭애씨드 0.01%,N,3,93,43,34,23,33,20,34,0,0,3,3,1,4,0,0,0,7,에틸헥실팔미테이트;아이소프로필팔미테이트;에틸헥실팔미테이트;시어버터,7,N
A000000225547,오일_밤,바이유어,바이유어 클린 리셋 멜티 클렌징밤 120g,모든피부타입,12600,1,41,100,유연|보습|밀폐보습|항산화|각질제거|여드름|진정|장벽강화|피지조절,여드름:살리실릭애씨드,,Y,0,98,8,14,10,2,7,13,0,0,2,0,1,1,0,0,0,3,에틸헥실팔미테이트,3,N
A000000225799,오일_밤,아로셀,[깎아쓰는클밤/모공피지순삭] 아로셀 슈퍼 콜라겐 멜팅 클렌징밤 100g,모든 피부 타입,30000,1,36,100,유연|밀폐보습|보습|진정|장벽강화|항산화,,콜라겐추출물 10ppm,Y,1,94,6,9,13,4,11,15,0,0,0,0,0,0,0,0,0,0,,1,N
A000000225936,오일_밤,가히,[갈아쓰는 클렌징밤/모공케어] 가히 클렌징밤 50ml 4종 택1,모든 피부용 / 아침 저녁 사용,28000,4,87,100,유연|밀폐보습|진정|항산화|보습|장벽강화|피지흡착|미백,미백:나이아신아마이드,,Y,0,97,5,18,25,3,14,25,2,0,0,1,0,0,0,0,0,9,에틸헥실팔미테이트;아이소프로필팔미테이트;시어버터;에틸헥실팔미테이트;아이소프로필팔미테이트,2,N
A000000225937,오일_밤,가히,[피지쏙/온열딥클렌징] 가히 히트 딥 아보카도 클렌징오일 200ml,모든 피부용 / 아침 저녁 사용,29000,1,12,100,보습|장벽강화|유연|밀폐보습|진정|항산화,,,Y,0,83,7,7,4,5,2,2,0,0,0,0,0,0,0,0,0,0,,0,N
A000000225967,오일_밤,일리윤,[5중 모공개선] 일리윤 젠틀 딥 클렌징오일 250ML,모든 피부,24000,1,23,100,유연|밀폐보습|보습|각질제거|여드름,여드름:살리실릭애씨드,,N,0,100,3,14,7,0,0,0,0,0,0,0,1,1,0,0,0,3,아이소프로필팔미테이트,1,N
A000000226136,오일_밤,라네즈,[광채클렌징] 라네즈 퍼펙트리뉴 너리싱 오일 투 폼 클렌저 200ml,모든피부,23200,1,32,100,보습|장벽강화|유연|밀폐보습|피지흡착|진정|항산화|미백,,,Y,0,84,6,7,4,4,3,4,1,0,0,1,0,0,0,0,0,0,,0,N
A000000226189,오일_밤,스킨1004,스킨1004 마다가스카르 센텔라 더블 클렌징 듀오,모든 피부,37500,1,36,94,유연|보습|밀폐보습|진정|항산화|장벽강화|피지흡착,,,N,1,81,7,6,9,2,6,7,0,0,0,1,0,0,0,0,0,0,,2,N
A000000226570,오일_밤,빌리프,[투명모공] 빌리프 슈퍼 드랍스 비타 딥 클렌징 오일 150ml,모든피부용,23100,1,44,98,유연|밀폐보습|피지조절|보습|장벽강화|항산화|미백|진정,미백:나이아신아마이드,토코페롤 20ppm; 비타민나무열매오일 2ppm; 나이아신아마이드 1ppm,N,4,98,2,10,12,3,2,5,1,0,1,0,0,0,0,0,0,3,에틸헥실팔미테이트,7,N
A000000229067,오일_밤,차앤박,[깎아쓰는클밤] 차앤박 프로폴리스 딥세린 클렌징밤 50ml,모든피부용,22400,1,25,100,유연|밀폐보습|항산화|진정|미백,미백:아스코빌테트라이소팔미테이트,세린 1.373ppm; 프로폴리스추출물 0.2ppm,Y,3,96,0,8,8,0,3,7,1,0,0,0,0,0,0,0,0,0,,0,N
A000000229515,오일_밤,비디비치,비디비치 클리어 딥 클렌징오일 3종 택1,모든 피부 타입,27300,3,107,99,밀폐보습|유연|보습|장벽강화|진정|항산화|각질제거|주름개선|탄력|재생|미백|피지흡착,미백:나이아신아마이드,,Y,3,89,10,24,28,11,10,15,1,3,0,1,0,4,0,3,3,7,에틸헥실팔미테이트;리놀레닉애씨드;에틸헥실팔미테이트;에틸헥실팔미테이트;아이소프로필팔미테이트,0,N
A000000230982,오일_밤,라운드랩,[피지숯싹] 라운드랩 소나무 시카 딥 포어 클렌징오일 200ml,모든 피부용,18900,1,54,100,유연|밀폐보습|보습|항산화|각질제거|피지흡착|진정|장벽강화|피지조절,,구주소나무잎오일 0.2025%; 소나무잎추출물 0.101ppm; 병풀잎추출물 0.011ppm; 병풀추출물 0.001ppm,N,4,93,5,18,9,3,6,15,0,0,2,3,0,1,0,0,0,0,,5,N
A000000231398,오일_밤,닥터슈라클,[70만병 판매] 닥터슈라클 퓨어 클렌징 오일 155ml,모든 피부타입,22100,1,28,100,밀폐보습|유연|보습|항산화|진정|장벽강화,,해바라기씨오일 44%,N,2,89,2,4,14,5,4,7,0,0,0,0,0,0,0,0,0,0,,2,N
A000000231603,오일_밤,아리얼,[NEW]아리얼 더 퍼펙트 오일 밤 투 폼 100g,모든 피부용,22000,1,45,100,보습|장벽강화|밀폐보습|유연|항산화|진정|피지조절,,,N,1,91,9,12,12,5,7,11,0,0,1,0,0,0,0,0,0,0,,1,N
A000000231996,오일_밤,마녀공장,[5년연속1위/블랙헤드OUT] 마녀공장 퓨어 클렌징 오일 200ml 리필기획 (+리필 200ml+캡슐형 2mlx3),모든 피부용,24900,1,34,100,밀폐보습|항산화|유연|보습|진정|장벽강화|피지흡착|피지조절,,,N,2,85,8,9,20,3,4,10,0,0,1,1,0,0,0,0,0,0,,3,N
A000000232104,오일_밤,리덴스,[모공개선] 리덴스 청포도 포어 스케일링 클렌징오일 200mL,모든 피부타입,24900,1,18,100,유연|보습|밀폐보습|장벽강화|항산화|진정,,,Y,0,94,7,6,14,3,6,9,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,0,N
A000000232363,오일_밤,마몽드,[NEW/블랙헤드 클렌징] 마몽드 어메이징 딥 민트차콜릿 클렌징밤 90ml 기획 (+민트클렌징밤 7ml),모든 피부,24300,1,24,100,유연|장벽강화|피지흡착|밀폐보습|각질제거|여드름|피지조절|진정|항산화|보습,여드름:살리실릭애씨드,숯가루 1%; 비니거 10ppm,Y,0,100,1,7,4,3,2,2,0,0,1,7,1,3,0,0,0,6,아이소프로필팔미테이트;에틸헥실팔미테이트,0,N
A000000232683,오일_밤,풀리,[블랙헤드/모공세정] 풀리 그린 토마토 클렌징오일 250ml,모든피부,19200,1,40,100,유연|밀폐보습|진정|항산화|보습|장벽강화|각질제거|여드름,여드름:살리실릭애씨드,,Y,0,95,3,13,19,1,8,9,0,0,0,0,1,1,0,0,0,3,에틸헥실팔미테이트,0,N
A000000236135,오일_밤,스트라이덱스,[피지쏙쏙] 스트라이덱스 포어 리셋 딥 클렌징오일 200ml,모든피부용,14800,1,15,100,유연|밀폐보습|항산화|각질제거|여드름,여드름:살리실릭애씨드,,Y,4,100,0,3,5,0,0,4,0,0,0,0,2,2,0,0,0,3,에틸헥실팔미테이트,1,N
A000000238320,오일_밤,한스킨,[여행용/피부타입3종] 한스킨 클렌징오일&블랙헤드 트래블 키트 3종 (PHA/AHA/BHA),모든 피부타입,13900,3,172,100,유연|밀폐보습|보습|장벽강화|항산화|진정|피지조절|각질제거|피지흡착|여드름,여드름:살리실릭애씨드,시트릭애씨드 0.011%; 타타릭애씨드 5ppm; 글루코노락톤 0.01%; 살리실릭애씨드 0.01%,N,3,92,46,31,27,34,20,33,0,0,3,3,1,4,0,0,0,6,에틸헥실팔미테이트;에틸헥실팔미테이트;아이소프로필팔미테이트;시어버터,7,N
A000000244729,오일_밤,퐁당,퐁당 포어 딥 클린 클렌징 오일 200ml,모든 피부용,16900,1,71,99,유연|밀폐보습|진정|항산화|보습|장벽강화|각질제거,,,N,0,83,13,9,21,4,18,22,0,0,0,0,0,5,0,0,0,4,에틸헥실팔미테이트;코코넛야자오일,0,Y
